Report Id,Policy Regime,Financial period start date,Start date,End date,Filing date,Company,Company number,Qualifying contracts in reporting period,Payments made in reporting period,Qualifying construction contracts in reporting period,Construction contracts have retention clauses,Average time to pay,Total value invoices paid within 30 days,Total value invoices paid between 31 and 60 days,Total value invoices paid later than 60 days,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,Total value invoices paid later than agreed terms,% Invoices not paid within agreed terms,% Invoices not paid due to dispute,Shortest (or only) standard payment period,Longest standard payment period,Standard payment terms,Payment terms have changed,Suppliers notified of changes,Maximum contractual payment period,Maximum contractual payment period information,Other information payment terms,Retention clauses included in all construction contracts,Retention clauses included in standard payment terms,Retention clauses are used in specific circumstances,Description of specific circumstances for retention clauses,Retention clauses used above a specific sum,Value above which retention clauses are used,Retention clauses are at a standard rate,Retention clauses standard rate percentage,Retention clauses have parity with client,Description of parity policy,Retention clause money release description,Retention clause money release is staged,Description of stages for money release,Retention value compared to client retentions as %,Retention value compared to total payments as %,Dispute resolution process,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list,URL
1326,Regime-1,None,1/1/2017,12/31/2017,4/25/2018,GRAFF DIAMONDS LIMITED,00678883,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,https://check-payment-practices.service.gov.uk/report/1326
1327,Regime-1,None,10/1/2017,3/31/2018,4/25/2018,ALLIANCE DISPOSABLES LIMITED,03747333,TRUE,FALSE,FALSE,FALSE,58,,,,16,34,50,0,4,0,45,75,"Alliance Disposables Limited does not have standard payment terms. Payment terms are agreed with suppliers as part of contract negotiations. The most common payment terms of invoices paid in the period are 30 days from end of month, 45 days from end of month, and 60 days from end of month which equated to circa 61 days average.",,,75,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Disputes are resolved by negotiation involving the relevant parties - accounts payable and credit control departments; procurement and sales teams.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1327
1328,Regime-1,None,10/1/2017,3/31/2018,4/25/2018,SIEMENS TRANSMISSION AND DISTRIBUTION LIMITED,00631825,TRUE,FALSE,FALSE,FALSE,38,,,,52,28,20,0,23,0,30,96,"The payment terms are assigned by the Business units on a case by case basis:- Payment terms usage is as follows: 48% within 30 days from document date, 28% within 60 days from document date, 12% only InterCompanyClearing transactions due net end of the month (default), 5% within 28th of the month following the date of invoice , 3% within 90 - 96 days . Remainder payment terms occurrence less than 1% each and range from immediate to 96 days and assigned on case by case basis. Please note Intercompany clearing terms are available to Siemens companies only and payment method for such terms results in clearing of such transactions without any transmission of money external to Siemens cash pool.
> KPI's excluding ICC clearing transactions ( i.e. Payments with money transmission only ) are restated as follows:
Average days to pay : 43 days, Payment timing : 30 days 46% , 31-60 days 32%, 61 days & above 22%,  Late invoices : 24%","During the period changes were made to payment terms for specific suppliers after consultation with suppliers.
No payment terms were used where early settlement discounts were applied.
",Normally in writting,96,96 Days is the standard term used for projects with a long term and agreed on a case by case basis . Includes Foreign suppliers with payments in Letters of Credits etc.,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"1) Central Accounts Payable (AP) team for payment enquiries, contact points via phone/e-mail/supplier portal. Relevant details are on Purchase Orders. A) Tel: 0845 602 6873 b) E-mail apsupport-gbandi.in@siemens.com 
2) AP liaise with supplier to obtain and process missing invoices 
a) Check existing systems (scan provider/e-invoice provider/invoice process queue to see if invoice already in query and/or returned to suppler)
3) AP liaise with suppliers to confirm payment details (past and upcoming)
4) AP liaise with approvers to release overdue invoices for payment
5) Special team deals with ‘final demand’ cases and legal notices",No,TRUE,TRUE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1328
1329,Regime-1,None,10/2/2017,4/1/2018,4/25/2018,ASSOCIATED NEWSPAPERS LIMITED,00084121,TRUE,FALSE,FALSE,FALSE,25,,,,92,6,2,0,16,0,30,61,Associated Newspapers standard terms are that invoices fall due at the end of the month following receipt. There are a significant number of variations to these standard terms which reduce the payment period to less than 30 days. ,,,61,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"If at any time any question, dispute or difference arises between Associated Newspapers Limited and its supplier or distributor, parties are obliged to escalate the dispute to senior representatives of the respective businesses who shall use their reasonable endeavours to resolve the dispute in good faith. There is a dedicated shared service centre in Leicester with a specialist purchase to pay team that deals with payment disputes that arise. The escalation point for Associated Newspapers Limited would be the Payables and Credit manager.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1329
1330,Regime-1,None,10/1/2017,3/31/2018,4/25/2018,AVON POLYMER PRODUCTS LIMITED,00149360,TRUE,FALSE,FALSE,FALSE,47,,,,24,53,23,0,89,0,7,60,30 days end of month Avon Polymer Products Limited does not have standard payment terms. Payment terms are agreed with suppliers as part of contract negotiations. The most frequently used payment terms in the reporting period are 30 days end of month,,,60,N/A,N/A,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Avon Polymer Products Limited actively seeks to resolve disputes by discussing them with the relevant supplier(s), typically involving members of the finance department and /or the procurement and commercial teams and /or where necessary members of senior management.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1330
1331,Regime-1,None,10/1/2017,3/31/2018,4/25/2018,SIEMENS RAIL AUTOMATION HOLDINGS LIMITED,00016033,TRUE,FALSE,FALSE,FALSE,48,,,,31,34,35,0,21,0,30,120,"The payment terms are assigned by the Business units on a case by case basis:- Payment terms usage is as follows
33% Due net within 30 days ( with 8% from Document Date , 25% from end of month ) , 29% Within 60 days ( with 17% from document date and 12% from end of the month ), 11% InterCompany Clearing transactions  due net end of the month (default), 9% within 90 days net from document date , 6% within 96 days from invoice reciept, 4% within 14 days from document date , 3% immediate payment, 3% within 45 days .Remainder payment terms occurrence less than 1% each and range from immediate to 120 days and assigned on case by case basis. Please note Intercompany clearing terms are available to Siemens companies only and payment method for such terms results in clearing of such transactions without any transmission of money external to Siemens cash pool.
> KPI's excluding ICC clearing transactions ( i.e. Payments with money transmission only ) are restated as follows
Average days to pay : 54 days ,Payment timing : 30 days 23% , 31-60 days 38%, 61 days & above 39%,  Late invoices : 22%",During the period changes were made to payment terms for specific suppliers after consultation with suppliers.,The Purchase Order issued to the supplier would detail any new payment terms.,120,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"1) Central Accounts Payable (AP) team for payment enquiries, contact points via phone/e-mail/supplier portal. Relevant details are on Purchase Orders. A) Tel: 0845 602 6873 b) E-mail apsupport-gbandi.in@siemens.com 
2) AP liaise with supplier to obtain and process missing invoices 
a) Check existing systems (scan provider/e-invoice provider/invoice process queue to see if invoice already in query and/or returned to suppler)
3) AP liaise with suppliers to confirm payment details (past and upcoming)
4) AP liaise with approvers to release overdue invoices for payment
5) Special team deals with ‘final demand’ cases and legal notices",No,TRUE,TRUE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1331
1332,Regime-1,None,10/1/2017,3/31/2018,4/25/2018,ALPHA OFFSHORE INTERNATIONAL LEASING LIMITED,07251647,TRUE,FALSE,FALSE,FALSE,21,,,,75,25,0,0,38,0,30,60,The reporting entity has standard payment terms of 60 days from receipt of the invoice for agreements with third-party suppliers and 30 days from receipt of the invoice for inter-company agreements.  Variations to the standard terms exist based on negotiated agreements with certain counterparties.,"The standard payment terms were changed from 30 days to 60 days as a result of the acquisition of Atwood Oceanics, Inc. (the indirect owner and parent of the reporting entity) by Ensco plc in October 2017.  ",The reporting entity's suppliers were notified of the transaction and that future purchase orders would be subject to the Ensco Purchase Order World Wide Terms and Conditions (unless in conflict with the terms of the parties' contractual agreement).  ,25,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The reporting entity actively seeks to resolve disputes by discussing them with relevant suppliers.  When it is not possible to reach a mutual agreement or resolution, a number of potential dispute resolution methods may be used, including mediation, arbitration and/or litigation.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1332
1333,Regime-1,None,7/1/2017,12/31/2017,4/26/2018,THE RIGHT FUELCARD COMPANY LIMITED,07547124,TRUE,FALSE,FALSE,FALSE,28,,,,83,17,0,0,1,0,30,,"The Right Fuelcard Company Ltd's (TRFC) standard payment terms are thirty days from receipt of a valid and accurate invoice.
The majority of TRFC's suppliers collect payments by direct debit.",,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any payment or transactional disputes are reviewed by the finance team who seek to resolve the issue directly with the supplier.
A dispute which cannot be resolved by the finance team, is escalated to the Managing Director.
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1333
1334,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,INHEALTH LIMITED,05190234,TRUE,FALSE,FALSE,FALSE,33,,,,60,33,7,0,20,0,0,,"Our supplier onboarding includes a supplier set up form, which states our 45 day (BACS) payment terms. In some cases, individual agreements are in place with suppliers, which have alternative payment terms.",,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Accounts Payable contact information is provided on all emails and remittances sent from our Accounts Payable team. Supplier communications are also sent out annually to remind suppliers of our payment processes. 
Any dispute about invoice payments that cannot be resolved with the Accounts Payable team and the person who requisitioned the service can be escalated initially to the Group Financial Controller and thereafter, if still unresolved, to the Group Finance Director. 
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1334
1335,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,INHEALTH GROUP LIMITED,04620480,TRUE,FALSE,FALSE,FALSE,33,,,,59,35,6,0,18,0,0,,"Our supplier onboarding includes a supplier set up form, which states our 45 day (BACS) payment terms. In some cases, individual agreements are in place with suppliers, which have alternative payment terms. ",,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Accounts Payable contact information is provided on all emails and remittances sent from our Accounts Payable team. Supplier communications are also sent out annually to remind suppliers of our payment processes. 
Any dispute about invoice payments that cannot be resolved with the Accounts Payable team and the person who requisitioned the service can be escalated initially to the Group Financial Controller and thereafter, if still unresolved, to the Group Finance Director. 
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1335
1336,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,INHEALTH GROUP HOLDINGS PLC,05578428,TRUE,FALSE,FALSE,FALSE,33,,,,59,35,6,0,18,0,0,,"Our supplier onboarding includes a supplier set up form, which states our 45 day (BACS) payment terms. In some cases, individual agreements are in place with suppliers, which have alternative payment terms. 

",,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Accounts Payable contact information is provided on all emails and remittances sent from our Accounts Payable team. Supplier communications are also sent out annually to remind suppliers of our payment processes. 
Any dispute about invoice payments that cannot be resolved with the Accounts Payable team and the person who requisitioned the service can be escalated initially to the Group Financial Controller and thereafter, if still unresolved, to the Group Finance Director. 
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1336
1337,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,INTERCOUNTY TRUCK AND VAN LIMITED,04573637,TRUE,FALSE,FALSE,FALSE,41,,,,36,44,20,0,23,0,14,60,"Terms agreed vary considerably depending on the nature of the supply. 
We would normally pay at the end of the month following the month the invoice is dated.",,,120,We are suppliers of commercial vehicles which often incur build or conversion costs .The bodybuilders very often work on the understanding that they will not be paid until the end user has paid us. ,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"All invoices go to our central accounts department and are logged onto our accounts system before distribution for authorisation.
Disputes will be logged on the system by the managers authorising the invoices. Resolution will be handled by those managers but controlled and monitored by the accounts department.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1337
1338,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,COMPASS GROUP HOLDINGS PUBLIC LIMITED COMPANY,02090126,TRUE,FALSE,FALSE,FALSE,28,,,,79,14,7,0,24,0,30,,"Compass Group Holdings PLC's standard payment terms are 30 days from date of a receipt of a valid invoice unless a different contractual payment period has been agreed.

The maximum agreed contractual payment period is 60 days from date of invoice.

There have been no changes to our standard payment terms during this reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"In the first instance, suppliers who have a query regarding an invoice should speak with their Compass contact who can liaise with the Accounts Payable team.

Alternatively suppliers can contact the Accounts Payable team directly at AccountsPayable@compass-group.co.uk",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1338
1339,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,MITCHELLS & BUTLERS RETAIL LIMITED,00024542,TRUE,FALSE,FALSE,FALSE,13,,,,99,1,0,0,10,0,60,,"The Company aims to contract individually with each of its suppliers agreeing specific payments terms for each contract. We then work proactively with our suppliers to ensure that we receive timely submission of invoices with relevant purchase order information to allow straight through processing and settlement within the agreed term. Where no agreement exists the Company makes payments on 60 day terms. As indicated above, a small proportion of invoices due are not paid within agreed terms. This is due to:
•	invoices being received from suppliers late;
•	time taken to validate that the goods or services concerned have been received or supplied; or
•	resolution of disputes over the quality or quantity of goods or services supplied. 
",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"We are committed to treating all of our suppliers in a fair and reasonable manner. Where any queries or disputes arise, these are initially dealt with by a dedicated member of the accounts payable team. An escalation route is then available through the relevant Procurement Manger with onward escalation ultimately to the Group Commercial and Marketing Director and Group Finance Director. ",No,FALSE,TRUE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1339
1340,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,MITCHELLS & BUTLERS RETAIL (NO 2) LIMITED,03959664,TRUE,FALSE,FALSE,FALSE,13,,,,98,1,1,0,12,0,60,,"The Company aims to contract individually with each of its suppliers agreeing specific payments terms for each contract. We then work proactively with our suppliers to ensure that we receive timely submission of invoices with relevant purchase order information to allow straight through processing and settlement within the agreed term. Where no agreement exists the Company makes payments on 60 day terms. As indicated above, a small proportion of invoices due are not paid within agreed terms. This is due to:
•	invoices being received from suppliers late;
•	time taken to validate that the goods or services concerned have been received or supplied; or
•	resolution of disputes over the quality or quantity of goods or services supplied. 
",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"We are committed to treating all of our suppliers in a fair and reasonable manner. Where any queries or disputes arise, these are initially dealt with by a dedicated member of the accounts payable team. An escalation route is then available through the relevant Procurement Manger with onward escalation ultimately to the Group Commercial and Marketing Director and Group Finance Director.",No,FALSE,TRUE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1340
1341,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,MITCHELLS & BUTLERS LEISURE RETAIL LIMITED,01001181,TRUE,FALSE,FALSE,FALSE,16,,,,99,1,0,0,8,0,60,,"The Company aims to contract individually with each of its suppliers agreeing specific payments terms for each contract. We then work proactively with our suppliers to ensure that we receive timely submission of invoices with relevant purchase order information to allow straight through processing and settlement within the agreed term. Where no agreement exists the Company makes payments on 60 day terms. As indicated above, a small proportion of invoices due are not paid within agreed terms. This is due to:
•	invoices being received from suppliers late;
•	time taken to validate that the goods or services concerned have been received or supplied; or
•	resolution of disputes over the quality or quantity of goods or services supplied. 
",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"We are committed to treating all of our suppliers in a fair and reasonable manner. Where any queries or disputes arise, these are initially dealt with by a dedicated member of the accounts payable team. An escalation route is then available through the relevant Procurement Manger with onward escalation ultimately to the Group Commercial and Marketing Director and Group Finance Director. ",No,FALSE,TRUE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1341
1342,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,ORCHID PUBS & DINING LIMITED,06754332,TRUE,FALSE,FALSE,FALSE,13,,,,99,0,0,0,10,0,60,,"The Company aims to contract individually with each of its suppliers agreeing specific payments terms for each contract. We then work proactively with our suppliers to ensure that we receive timely submission of invoices with relevant purchase order information to allow straight through processing and settlement within the agreed term. Where no agreement exists the Company makes payments on 60 day terms. As indicated above, a small proportion of invoices due are not paid within agreed terms. This is due to:
•	invoices being received from suppliers late;
•	time taken to validate that the goods or services concerned have been received or supplied; or
•	resolution of disputes over the quality or quantity of goods or services supplied. 
",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"We are committed to treating all of our suppliers in a fair and reasonable manner. Where any queries or disputes arise, these are initially dealt with by a dedicated member of the accounts payable team. An escalation route is then available through the relevant Procurement Manger with onward escalation ultimately to the Group Commercial and Marketing Director and Group Finance Director. ",No,FALSE,TRUE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1342
1343,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,IMPERIAL TOBACCO INTERNATIONAL LIMITED,00116917,TRUE,FALSE,FALSE,FALSE,39,,,,50,41,9,0,76,0,0,90,"Our shortest standard payment term is immediate payment, our longest standard payment term is 90 days from the date of the invoice.
We offer a range of standard payment terms to suppliers taking account of the nature of the commercial arrangements entered into, and timing of the execution of their goods and services provided to us.",,,90,None,None,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Please refer to the following link:

http://www.imperialbrandsplc.com/content/dam/imperial-brands/corporate/about-us/governance/Code_of_Conduct/Supplier_CoC/2018%20Supplier%20Code_English.pdf",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1343
1344,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,HYPERION SERVICES LIMITED,02937399,TRUE,FALSE,FALSE,FALSE,35,,,,63,11,26,0,53,0,0,60,Payment terms are agreed with suppliers as part of contract negotiations. The most commonly used terms are 30 days.,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Hyperion has a dedicated Finance Operations Team which is reachable by phone and email. Suppliers with invoice disputes contact this team and if the team is not able to resolve they escalate the issue to the Finance Operations Manager. The Finance Operations Team work with the supplier to resolve promptly.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1344
1345,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,KIRIL MISCHEFF LIMITED,00250446,TRUE,FALSE,FALSE,FALSE,38,,,,17,61,22,0,86,0,45,,Standard payment terms are end of following month which equates to an average of 45 days,,,120,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Suppliers are notified of a disputed invoice upon discovery of an issue.  The nature of the dispute will determine the resolution process.  Internal disputes are generally actioned with the relevant department within the company within 7 days.  External disputes will involve the relevant parties and we aim to resolve within 14 days of notification of the dispute. ,No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1345
1346,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,NEXUS VEHICLE MANAGEMENT LTD.,03833617,TRUE,FALSE,FALSE,FALSE,50,,,,10,69,21,0,6,0,30,45,"45 Days from the end of month, excluding Northgate, Avis, Europcar and Peugeot who are paid to 30 day end of month terms
",,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Where invoices we receive are disputed, they are processed on to our system but held from any supplier payments until the dispute is resolved
The supplier has logon details for our system to review and respond to the query.
They are also emailed weekly a summary of invoices held in dispute
We work with the suppliers to resolve the query, once the disputes are resolved, the invoice is released for the next payment run
",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1346
1347,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,TOPPS TILES (UK) LIMITED,04781209,TRUE,FALSE,FALSE,FALSE,60,,,,13,31,56,0,19,0,30,120,"Topps Tiles do not have a standard set of terms; instead terms are negotiated with individual suppliers. The most commonly used payment terms for Topps Tiles are payments by: (a) the end of the following month (ranging from 30 to 60 days), (b) the end of the month plus 60 days, (c) 90 days, and (d) 120 days.","All changes in terms with suppliers, such as changes in payment terms, during the reporting period were business led and were made after negotiations with the relevant suppliers. The communication with suppliers would range from telephone conversations, email correspondence, and written letters.","The communication with suppliers would range from telephone conversations, email correspondence, and written letters.",120,These terms are typically used for Far Eastern suppliers where we take ownership of the stock at the port in the Far East and payment terms recognise the amount of time the stock is in transit to us.,None,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any complaints from suppliers would usually be received by the Finance team. Upon receipt of a complaint, the Finance team would investigate the reason for the complaint, and revert back to the supplier with a response. The team aim to resolve complaints and disputes in a timely manner and as efficiently as possible for both parties. The usual timescale is 2-3 working days, if not sooner. ",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1347
1348,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,SHEPLEY ENGINEERS LIMITED,02926871,TRUE,FALSE,FALSE,FALSE,40,,,,32,63,5,0,13,0,15,74,Standard payment terms are 44 days following the end of the month the invoice is dated,,,74,30 days in the month plus 44 days after month end ,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Disputes and complaints are usually resolved through negotiation,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1348
1349,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,CGI IT UK LIMITED,00947968,TRUE,FALSE,FALSE,FALSE,31,,,,54,41,4,0,28,0,0,90,"CGI’s standard payment terms are payment of invoices that are due, proper and correct net 45 days after receipt. Different payment terms are sometimes agreed with suppliers on a case by case basis. 
Some small/medium sized suppliers are paid within less days than the standard net 45 day payment terms.  
Suppliers who provide goods and services to CGI for our public sector projects have a default payment term of net 30 days from receipt of invoice.
",,,60,,"All invoices should be sent for invoice processing to CGI IT UK Limited, ACCOUNTS PAYABLE, PO BOX 173, BRIDGEND, CF31 9AN, United Kingdom(ImagingSolutions.UK@cgi.com)
Suppliers are encouraged to work closely with their CGI contact to understand the payment procedure  and to provide timely and complete invoice details that are consistent with the CGI Purchase Order instructions.
",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"In the event of invoice queries, including regarding late payment, suppliers can email ap.ss@cgi.com CGI will investigate and respond directly to the supplier’s query. Further information can be found at https://www.cgi.com/en/contact-resources",Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1349
1350,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,IMPERIAL TOBACCO LIMITED,01860181,TRUE,FALSE,FALSE,FALSE,43,,,,34,44,22,0,45,0,0,60,"Our shortest standard payment term is immediate payment, our longest standard payment term is 60 days from the end of the month of the date of the invoice.",,,90,,"We do vary (shorten) terms for sole traders and smaller businesses as necessary, offering typically 30 day terms or 30 days from the end of month of date of invoice",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,http://www.imperialbrandsplc.com/About-us/Governance.html,CICM: Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1350
1351,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,COUNTRYSIDE  ZEST (BEAULIEU PARK) LLP,OC340340,TRUE,FALSE,FALSE,FALSE,42,,,,43,38,19,0,14,0,28,61,"Where payment relates to services provided by a subcontractor, payment of any sum ascertained as due in accordance with Countryside Zest (Beaulieu Park) LLP's Trade Contract Terms & Conditions shall become due 14 days after the application date (the “payment due date”). The final date for payment is 14 days after the payment due date (i.e. 28 days from the application date). 
Where the payment relates to goods and materials the terms differ and are required to be paid the month after the month of the date of the invoice, unless agreed otherwise. 
",,,61,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Dispute resolution is a three step process that starts with the dispute being referred to the relevant Manager within the business. Countryside Zest (Beaulieu Park) LLP and the Vendor will then seek to settle the dispute by negotiation. If the dispute is not resolved  it shall be referred to expert determination. ,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1351
1353,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,HOWDEN UK GROUP LIMITED,00725875,TRUE,FALSE,FALSE,FALSE,40,,,,61,16,23,0,57,0,0,70,Payment terms are agreed with suppliers as part of contract negotiations. The most commonly used terms are 30 days.,,,70,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Hyperion has a dedicated Finance Operations Team which is reachable by phone and email. Suppliers with invoice disputes contact this team and if the team is not able to resolve they escalate the issue to the Finance Operations Manager. The Finance Operations Team work with the supplier to resolve promptly.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1353
1355,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,INHEALTH UK HOLDINGS LIMITED,06993831,TRUE,FALSE,FALSE,FALSE,33,,,,59,35,6,0,18,0,0,,"Our supplier onboarding includes a supplier set up form, which states our 45 day (BACS) payment terms. In some cases, individual agreements are in place with suppliers, which have alternative payment terms. ",,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Accounts Payable contact information is provided on all emails and remittances sent from our Accounts Payable team. Supplier communications are also sent out annually to remind suppliers of our payment processes. 
Any dispute about invoice payments that cannot be resolved with the Accounts Payable team and the person who requisitioned the service can be escalated initially to the Group Financial Controller and thereafter, if still unresolved, to the Group Finance Director. 

",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1355
1356,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,ALMAC CLINICAL SERVICES LIMITED,NI041905,TRUE,FALSE,FALSE,FALSE,42,,,,29,59,12,0,73,0,0,,The most frequently used terms were 30 days from the end of the month in which the invoice is dated.,,,60,,"Invoices are paid only if correctly presented with all necessary information and only when approved by the relevant buyer. As a result, payment terms may be impacted where time is required to resolve queries.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Payment disputes are handled by the Accounts Payable team, which liaises with the suppliers and the company’s buyers as necessary to resolve invoice and payment queries in a timely manner. Where correction of an invoice is necessary, payment is processed as soon as reasonably practicable following receipt of corrected invoice. The Accounts Payable team may be contacted via a dedicated Accounts Payable mailbox or by telephone.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1356
1357,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,ALMAC PHARMA SERVICES LIMITED,NI045055,TRUE,FALSE,FALSE,FALSE,37,,,,31,66,3,0,32,0,30,,The most frequently used terms were 30 days from the end of the month in which the invoice is dated.,,,60,,"Invoices are paid only if correctly presented with all necessary information and only when approved by the relevant buyer. As a result, payment terms may be impacted where time is required to resolve queries.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Payment disputes are handled by the Accounts Payable team, which liaises with the suppliers and the company's buyers as necessary to resolve invoice and payment queries in a timely manner. Where correction of an invoice is necessary, payment is processed as soon as reasonably practicable following receipt of corrected invoice. The Accounts Payable team may be contacted via a dedicated Accounts Payable mailbox or by telephone.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/1357
1358,Regime-1,None,10/1/2017,3/31/2018,4/26/2018,NIGHTINGALE HAMMERSON TRUSTEE COMPANY LIMITED,07990530,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,https://check-payment-practices.service.gov.uk/report/1358
